host_id,listings,total_reviews,average_price,average_availability
640117,5,75,189.6,101.0
99296570,5,280,46.0,210.6
12720552,5,72,76.0,346.2
146345538,5,16,31.4,343.2
1385157,5,89,127.0,284.2
39808438,5,256,120.0,98.8
5592622,5,65,105.0,109.4
65407018,5,111,76.0,236.2
225889604,5,25,69.4,83.2
142053,5,245,239.0,170.2
9922972,5,776,32.0,191.8
45601111,5,265,39.6,195.4
221645033,5,6,51.8,240.0
7853251,5,263,59.0,359.0
10149317,5,62,65.6,302.4
11305944,5,173,133.4,106.8
152246149,5,72,75.0,290.8
50770601,5,21,195.2,323.0
131392140,5,148,137.4,109.0
37312959,5,2273,42.6,164.8
1411399,5,122,140.4,285.4
40611169,5,278,222.6,285.0
154302755,5,92,80.0,205.4
43719073,5,528,39.4,350.0
2478675,5,577,40.8,345.0
240055586,5,127,99.0,48.2
9522524,5,367,35.4,294.8
242924411,5,67,92.8,60.2
37579015,5,355,167.2,130.2
166634,5,84,121.4,48.4
231216524,5,114,93.8,33.6
10387090,5,10,38.2,342.4
231138233,5,94,171.0,73.6
10384906,5,387,33.0,157.8
6057887,5,6,75.4,15.2
128692351,5,436,65.2,269.0
43371802,5,35,185.6,327.8
244197139,5,1,63.2,164.8
49164956,5,59,73.0,205.8
48866651,5,24,74.0,353.4
40146897,5,179,41.6,40.6
39921605,5,158,218.8,162.4
58391491,5,1154,76.6,124.6
48183551,5,259,54.2,275.2
10951481,5,192,296.0,127.8
149929,5,123,70.4,210.0
137191484,5,292,98.0,237.6
35098529,5,0,232.0,286.0
222287033,5,2,144.0,234.6
55724558,5,72,44.6,89.4
238119405,5,54,49.6,169.0
7557833,5,180,78.0,213.8
35606248,5,105,78.0,360.8
14902860,5,240,144.6,331.8
158407820,5,124,63.8,172.6
15787004,5,35,41.8,0.0
251311623,5,25,58.0,176.6
5541374,5,421,116.2,152.6
212071658,5,120,60.0,348.0
33214549,5,25,163.0,25.4
204539,5,88,198.6,340.0
251817021,5,21,95.0,21.8
211136294,5,65,81.2,266.4
210970608,5,37,418.0,261.6
34689714,5,95,133.6,289.0
34614054,5,77,38.8,301.0
1512819,5,40,45.0,104.8
32167398,5,31,54.0,330.2
159598333,5,8,97.0,309.0
71276635,5,41,394.0,326.4
31626212,5,458,112.6,254.0
32545798,5,37,69.0,0.0
160495098,5,40,46.4,0.0
74331597,5,329,62.8,252.8
117365574,5,435,83.8,292.8
257773717,5,0,58.0,332.4
16534981,5,45,95.2,298.0
16514175,5,297,99.2,100.8
116839989,5,234,122.0,210.2
116746802,5,145,58.6,137.2
115993835,5,101,28.4,75.2
75029289,5,41,128.2,183.8
17450152,5,251,148.6,186.6
17129810,5,237,88.0,227.8
16830841,5,16,360.8,286.2
260193759,5,36,100.0,266.8
30532557,5,4,40.0,192.4
29582232,5,60,89.6,91.0
17462748,5,542,72.6,136.2
257005399,5,30,351.8,292.4
259776956,5,13,120.0,365.0
76192815,5,36,158.8,305.0
4129805,5,329,260.0,111.2
99202586,5,53,99.4,354.6
203266238,5,24,72.0,224.8
201813482,5,58,25.0,175.4
1949282,5,196,47.2,209.8
2793778,5,109,50.6,148.0
199147185,5,102,338.2,185.2
27973267,5,33,224.0,131.2
27636707,5,40,257.0,287.0
201403610,5,54,56.8,225.2
256161,5,720,90.8,269.8
74633496,5,105,41.6,363.8
82367658,5,81,37.6,291.2
264092618,5,58,70.0,83.0
19536596,5,361,48.0,232.0
18996093,5,56,45.0,206.0
80479138,5,43,170.8,128.6
322716,5,61,87.0,242.8
196058543,5,144,59.8,223.2
175311339,5,251,40.2,136.8
26432133,5,2017,47.2,288.6
18836774,5,280,77.4,149.6
198861577,5,2,502.8,90.8
180991373,5,141,51.8,26.0
87786261,5,96,165.0,196.0
